date,open,high,low,close,volume
2025-02-20,230.12347448433655,231.55182950624317,226.89976201849993,229.2010040283203,2642300
2025-02-21,229.88542105854592,229.97470460313218,221.32523446261902,222.16835021972656,2947000
2025-02-24,223.15036015026007,223.5173626092823,216.77236051216278,216.95091247558594,3372800
2025-02-25,216.68308189238346,217.44685804783322,211.8524773351169,212.47738647460938,3514200
2025-02-26,215.19520245827673,218.0221563604687,213.8362885114821,216.1772003173828,2562600
2025-02-27,217.40716424842117,217.72458320645552,203.26251112529042,203.58984375,4349100
2025-02-28,203.70890407498646,208.35105877177924,201.47710271614056,206.83343505859375,3722100
2025-03-03,209.799214930668,209.93808194783898,197.7078253635176,199.52301025390625,5067800
2025-03-04,199.17586084265255,205.9406903741635,195.1090170542221,200.63397216796875,5487900
2025-03-05,202.8855877545525,205.61334459741363,198.94771270958023,204.9586944580078,3312100
2025-03-06,197.96570838626886,202.0722215858441,195.73390740529604,196.4381561279297,5088700
2025-03-07,197.19204537232721,202.88560873932025,194.89080300553323,202.20120239257812,3713300
2025-03-10,197.21186254836633,198.66004494225956,190.01057497541376,192.84744262695312,5410800
2025-03-11,192.94663681400505,194.7221518093431,187.58039175525334,190.5660400390625,3776600
2025-03-12,195.10898356537848,197.0828928438973,192.74824455346305,194.49400329589844,3143000
2025-03-13,194.4841128512583,197.62847077749626,191.6174738242138,193.52195739746094,2504200
2025-03-14,196.89443701348952,200.07847965699784,196.71590020460036,199.4932403564453,3696800
2025-03-17,198.68980776897868,204.59167869045598,198.59062569140133,202.78640747070312,2743100
2025-03-18,200.73150523244868,201.66509636804727,198.81466095632717,200.0958709716797,2470800
2025-03-19,200.12568123081803,205.0220491846824,198.63591189163083,201.72470092773438,2330800
2025-03-20,199.15236779704264,202.33053932909496,198.99345543176074,200.11575317382812,2265900
2025-03-21,196.5899606387249,198.77495259651917,195.03066148613428,198.0201416015625,2873400
2025-03-24,202.1815686333623,205.25048981127958,201.94320008523306,203.89976501464844,3947000
2025-03-25,203.65146777453987,204.30696990828633,202.1716248037578,202.79733276367188,1419100
2025-03-26,201.83395117136078,202.6682183637018,195.10019497441868,197.11634826660156,3595300
2025-03-27,194.53406443336212,195.6960826334869,192.061057169526,193.23300170898438,3545900
2025-03-28,191.97168619387043,192.9152189768561,186.16159438524582,187.39312744140625,4122300
2025-03-31,183.44024740392453,187.01569960314467,180.87784252026947,186.88658142089844,3843000
2025-04-01,186.17150164107287,187.05543082500472,182.54640238392602,186.9859161376953,3108800
2025-04-02,184.12555195840005,190.71033707385274,183.47004983325556,188.18765258789062,2784800
2025-04-03,178.52401391777826,179.9045328072542,168.83058751902544,169.19805908203125,9982600
2025-04-04,162.80197810871692,164.63936620370168,153.55547959933898,156.5548858642578,13988400
2025-04-07,150.993089725064,169.2576615212929,147.2984604900116,160.17007446289062,18686500
2025-04-08,166.49662079286864,168.69155428802566,150.0793638823254,153.8037872314453,11023300
2025-04-09,155.03532584662483,184.29438539879453,153.88323399072095,182.36761474609375,23539500
2025-04-10,173.36940628518047,174.45196827301325,161.2824139240952,167.45999145507812,14499000
2025-04-11,165.84111162542183,171.92930691854954,163.2985744848155,171.08509826660156,9890900
2025-04-14,176.33903523033345,176.33903523033345,169.62513165540395,172.2173309326172,5657400
2025-04-15,173.13105971705056,175.42530196383578,172.06835036549316,172.9224853515625,3201100
2025-04-16,165.19555365227797,168.42338713667382,160.72624575080675,166.24832153320312,10205000
2025-04-17,167.4202740561601,167.5990390902592,163.68590947133794,165.41404724121094,4921000
2025-04-21,162.02730550606412,162.78211648192988,159.1669436527342,162.52389526367188,4769700
2025-04-22,164.1030685640214,166.87404826129443,163.49722837414643,165.68223571777344,4996000
2025-04-23,174.0547269402475,175.931835800062,171.17451212837318,171.8896026611328,7323800
2025-04-24,176.5873368937174,182.30804596585676,175.33592089173328,181.7816619873047,6873400
2025-04-25,179.96412093902035,184.85056222162558,179.42781068135724,183.54949951171875,4224900
2025-04-28,182.6357989041702,184.49303993580872,179.2093322613375,183.22177124023438,2875400
2025-04-29,180.99705018156723,183.28135106739316,180.01379695217153,181.26519775390625,3527000
2025-04-30,176.78595580495508,183.12244603668705,175.56434923007305,182.58612060546875,3580500
2025-05-01,184.73138047868997,186.07217881824425,182.2186376447711,182.3378143310547,3997600
2025-05-02,186.66808676827145,190.56134864756618,186.54891007600955,188.73390197753906,4581400
2025-05-05,186.90644620618934,189.1609678382332,186.64820984590764,187.2838592529297,3323200
2025-05-06,183.99644391722234,186.96605632328794,183.0132058299997,185.49615478515625,2844600
2025-05-07,185.30744268493515,189.28016089409732,183.54951063406006,188.74383544921875,3001100
2025-05-08,191.19698831305948,193.70973134376015,189.17090871398906,190.4322509765625,3457700
2025-05-09,193.15355883572863,194.29572443586537,190.96856680921684,192.61724853515625,2808500
2025-05-12,205.38953051129863,207.96186186533737,203.59187798083363,206.4522247314453,10675600
2025-05-13,207.27656180695521,213.35483074564576,206.9885464156008,212.3020477294922,5693600
2025-05-14,213.74219149884013,215.22201942538544,211.75583226989386,213.32504272460938,4162800
2025-05-15,211.23934681521027,213.53358899782768,209.4714885465823,211.95443725585938,4216900
2025-05-16,212.10340572411013,212.10340572411013,209.2430439937772,211.6763458251953,2521500
2025-05-19,206.7998437742347,210.941400612296,206.75018176659313,210.40509033203125,5334700
2025-05-20,208.60741398841915,210.17663940552475,207.98172121319595,210.09718322753906,2968000
2025-05-21,208.31940100269944,212.4410898831785,204.94259675035877,206.2535858154297,5007700
2025-05-22,206.11455335483217,208.04132413047785,204.17785623926162,204.34669494628906,5397300
2025-05-23,199.10269476984772,202.27093978675245,198.56636935538174,201.17843627929688,9527500
2025-05-27,205.54845372953946,208.7961400634605,203.86997780491086,207.862548828125,6057600
2025-05-28,208.40879561329373,209.02457724682444,206.33305396624087,206.81971740722656,6769200
2025-05-29,211.57702424467485,211.7160687662334,206.33303778201469,207.6638946533203,8600400
2025-05-30,206.40258304627983,206.45222990041276,199.74826788298853,203.54222106933594,10781000
2025-06-02,203.025751166701,207.40567639010155,202.89663298244912,206.6111297607422,6034900
2025-06-03,206.73031631771855,212.67946725049498,205.3001505022732,212.1630096435547,8905100
2025-06-04,213.92094800132364,216.13573420971704,212.08355972613097,215.3213348388672,7339500
2025-06-05,216.97996211089114,218.77761487552735,212.9476551052989,214.4175567626953,10941600
2025-06-06,216.51315293036293,218.72793919637542,215.72854771396646,215.85765075683594,7582100
2025-06-09,217.8340618175824,222.87941550226338,217.63542894828495,220.94271850585938,7712000
2025-06-10,222.0153594824376,226.52440331990422,221.46912283023096,225.76959228515625,7676200
2025-06-11,227.33877633037596,228.23264695292622,222.7403656549094,225.01473999023438,10405600
2025-06-12,223.40581777423472,226.44494487277237,223.06814035322338,225.32264709472656,5149200
2025-06-13,220.4759461939225,223.04827773635682,218.79747023501022,219.45297241210938,10484600
2025-06-16,222.5514970773174,227.51832569718755,222.20313182067352,226.3836212158203,5772500
2025-06-17,225.3982153817983,228.57340137008026,224.43271947978414,224.59197998046875,7290000
2025-06-18,225.79635196691802,228.12547968345223,224.05448022210618,225.5076904296875,6657600
2025-06-20,227.72735368102715,228.01601525023025,221.12815775324339,224.064453125,8202300
2025-06-23,223.9748617893075,226.8315267413254,220.82953528483515,225.4579315185547,7115100
2025-06-24,229.49909797024148,234.26684357257906,229.3896082705844,234.008056640625,7017500
2025-06-25,235.5607973774245,236.1381052946452,233.7094358456193,236.10824584960938,5252500
2025-06-26,237.92972009519832,238.53688742516525,236.07835866184976,237.9595947265625,4350100
2025-06-27,238.19847141697844,240.10955174639173,235.2721244417181,237.7505645751953,4520500
2025-06-30,239.05448210915225,239.05448210915225,236.45660415200098,237.59130859375,4925300
2025-07-01,235.60061702973437,238.06909413650456,232.99279077632195,236.51634216308594,10892900
2025-07-02,235.9888026511447,241.99079435848827,235.8992243123289,241.01535034179688,5979000
2025-07-03,242.0206426303067,243.06576876532276,241.57273576899038,242.2097625732422,3069400
2025-07-07,240.16928062169467,241.00539064076702,236.64572944015873,237.6709442138672,4859200
2025-07-08,239.94035363385038,244.26019212480523,238.99476910708998,242.2097625732422,7276200
2025-07-09,242.87664007077305,245.38493966684618,240.75654362015848,242.9861297607422,4415300
2025-07-10,245.27546039621214,246.3703573424148,243.1354524961727,245.4048614501953,4868500
2025-07-11,243.87201072686088,245.92245552161083,242.92642617461217,245.02662658691406,2649600
2025-07-14,243.01600031809235,243.603271511829,239.23366217436757,242.69749450683594,5522600
2025-07-15,247.63444342372102,248.79902251369293,244.95695037029972,245.11619567871094,6042100
2025-07-16,243.1453972587522,244.5289405511805,238.1089017508897,244.44931030273438,8348900
2025-07-17,244.3995566818627,245.9821833006339,242.77713771794615,245.3849639892578,4801100
2025-07-18,246.79834960316182,247.21639701678487,243.74261665551833,245.58401489257812,3758500
2025-07-21,246.21110838573009,249.0279659449084,245.80300903320312,245.80300903320312,4672600
2025-07-22,244.8972324588366,245.35510261902454,239.57209025713792,242.40884399414062,6871000
2025-07-23,240.5972975461916,241.2741318971678,237.94964865766565,240.9357147216797,5952600
2025-07-24,240.46789350285303,240.96557117400656,238.34779695152278,240.4380340576172,4166800
2025-07-25,238.98480724310758,240.54750712479006,237.98945196960514,240.41810607910156,3511400
2025-07-28,243.0757409598288,244.85742038482326,242.7771313120199,244.60858154296875,6433000
2025-07-29,246.14142109345642,248.37102257476906,243.36438631269465,245.04653930664062,5299700
2025-07-30,247.20645443966362,248.34115892704403,244.72801415947495,246.79835510253906,5300500
2025-07-31,243.90187076056293,244.15070960059236,236.55615853067803,238.91514587402344,9419300
2025-08-01,234.4161316192268,238.4970946051669,231.25090891521762,236.1381072998047,8549000
2025-08-04,237.65103460419056,239.7412868853838,236.66564254161648,239.28341674804688,6189500
2025-08-05,240.63709543268436,241.32389302994673,234.78441650958274,237.6211700439453,5149700
2025-08-06,235.4612522001223,236.35708110137077,232.58467593123868,235.82952880859375,4966500
2025-08-07,240.91579787252508,242.23962228662373,237.78043465191885,239.72137451171875,6073400
2025-08-08,239.89059698594428,242.05051635888103,239.17393989038064,241.74195861816406,5301300
2025-08-11,242.64772007076618,245.365035857161,240.82621800228534,241.28408813476562,4127900
2025-08-12,243.10559092851787,249.2170720386958,241.58269849077067,248.9980926513672,10091500
2025-08-13,250.95894906169764,252.91980031471573,249.8740001882189,252.70082092285156,6022400
2025-08-14,249.19716794847247,253.87533509183837,248.88861021766812,252.95960998535156,5315700
2025-08-15,251.0186614773756,251.09829172581001,246.4698803585296,247.16664123535156,6840100
2025-08-18,246.39025323382904,248.1818958765257,246.33053434372536,247.89324951171875,4978200
2025-08-19,247.91314328668923,248.87862392141315,243.58334180627637,244.01133728027344,3508000
2025-08-20,243.50373918049166,243.50373918049166,235.9987663095392,242.60792541503906,9423100
2025-08-21,241.34381892236826,242.98614921548221,239.88064530650266,241.2343292236328,4581100
2025-08-22,241.99078705687984,250.81959931088895,241.31395271124774,247.9330596923828,6527700
2025-08-25,247.69417575749765,248.47055168673683,246.12151254013918,247.35574340820312,3654200
2025-08-26,248.41085231991102,250.44137063566686,248.35111823857642,249.68490600585938,3762000
2025-08-27,248.71939713122342,250.4911284207624,247.66432290126392,250.172607421875,4195400
2025-08-28,251.14805617656816,253.13876677332124,249.73463828750693,251.37698364257812,5060200
2025-08-29,247.78375388024872,247.78375388024872,243.03590478784184,244.18057250976562,8672600
2025-09-02,237.5614514195326,241.80165959754927,237.04386240265612,241.70213317871094,6659200
2025-09-03,242.1002837279926,242.28940367940268,238.1188622260297,240.55747985839844,5473300
2025-09-04,238.94499300392016,243.38428436391578,237.64107997943998,243.03590393066406,11842200
2025-09-05,246.69882943138526,247.34580433334781,242.99610631647238,245.9025421142578,17105500
2025-09-08,247.256224568324,248.7592056696286,246.41016645103022,247.69418334960938,10290500
2025-09-09,247.95296904670906,248.52031369208692,246.08169614970157,247.9031982421875,9305200
2025-09-10,251.85476446276297,253.02929168032273,250.69020051902834,252.27281188964844,13398400
2025-09-11,253.6264903373905,255.31860655626417,253.43737039378107,254.00473022460938,10286200
2025-09-12,254.6218453028087,255.20910130417434,252.9795150785375,254.45263671875,7144200
2025-09-15,254.0146852699693,256.6424228173583,253.34779900017588,256.60260009765625,7239200
2025-09-16,257.6309888941719,258.3890290766643,255.92532999420877,257.92022705078125,7543300
2025-09-17,257.28190080962315,260.0747447841919,254.17983497657306,257.8703918457031,6566900
2025-09-18,264.3836629132474,268.293673922979,263.466027457709,266.88726806640625,12601600
2025-09-19,266.61796888406894,266.7177198208928,262.9274277392849,265.181640625,5839100
2025-09-22,265.969631148368,269.96940929454223,265.89980244922555,269.1415100097656,5721400
2025-09-23,270.09905938808714,271.43563658453746,267.2264031403153,268.82232666015625,6068300
2025-09-24,268.05429383309223,269.0717107605347,264.93227523130275,268.41339111328125,7825500
2025-09-25,263.90490739324855,268.2537986268052,261.1320018159656,267.5555725097656,11157800
2025-09-26,267.8448511048205,268.7325949028152,265.0619611979466,268.1440734863281,7244300
2025-09-29,271.02669463626313,272.10392557111413,268.1839604596884,268.2438049316406,5954900
2025-09-30,268.164025601543,270.7573976955681,267.07681042868137,270.42822265625,7091800
2025-10-01,268.69268509098976,275.99401550593893,268.1939608348819,275.6349182128906,9339600
2025-10-02,280.7817348033426,281.81908970015775,278.89654264777596,280.97125244140625,7250000
2025-10-03,282.2280581427974,283.6144956942286,277.7694622425014,279.24566650390625,8629100
2025-10-06,290.24756230198756,291.7637036759275,287.61431379099685,287.624267578125,11275000
2025-10-07,290.2376008544905,290.73632514807804,280.8116995298003,281.19073486328125,9952000
2025-10-08,281.28047541850714,291.11530296214903,280.7618131597198,290.796142578125,9301700
2025-10-09,290.33729830437386,290.8659447960057,286.7365238016898,289.4495849609375,7603500
2025-10-10,290.0779610602733,290.8858918571346,270.76734353747685,271.2959899902344,26691200
2025-10-13,282.0584941834026,285.22041941795845,279.62471733426975,284.1431579589844,8703400
2025-10-14,277.7894077109301,284.0433988580107,276.6523018079813,278.31805419921875,8476000
2025-10-15,285.5196294041158,287.2851022678117,281.1208779236747,286.9060974121094,7595200
2025-10-16,290.3372932598083,291.5143056129358,285.210423846608,288.24267578125,7410400
2025-10-17,286.1579901478612,288.9009732867862,282.9960652815189,287.4347229003906,6261500
2025-10-20,289.86850924940825,294.24732300622463,289.758804519689,292.2225036621094,5832300
2025-10-21,291.75366746764007,291.9531693306817,288.48203781584783,290.5866394042969,3965200
2025-10-22,287.3748545950243,289.0904671243842,277.7494832651791,283.405029296875,7875300
2025-10-23,281.7692115116306,291.11529890342547,281.5298336170219,290.3173522949219,5374800
2025-10-24,295.5739045579102,297.45909685914256,294.6861912097084,295.1051025390625,4621200
2025-10-27,300.66090564459876,304.2317884585505,299.6435190936593,303.30413818359375,5165000
2025-10-28,302.68569260931423,305.1892979139918,301.60846169637733,303.6731872558594,4156400
2025-10-29,309.07935872775516,311.9919217120456,306.1867641946807,308.81005859375,4503100
2025-10-30,307.1542806866189,310.3261594785085,304.60081506852674,304.6307373046875,4630700
2025-10-31,307.91236086971657,310.5256710417268,303.4836871413727,305.767822265625,5163900
2025-11-03,309.6080051571882,310.95456670640937,306.34635955372045,307.5931701660156,3750800
2025-11-04,299.57366566302943,303.9724170073532,294.79587903502033,295.50408935546875,5288800
2025-11-05,296.4516482555805,308.3811537530523,296.13248788258034,304.6905822753906,4949400
2025-11-06,304.2217689321822,305.10951263947146,294.59639774079454,296.74090576171875,8548300
2025-11-07,291.8933251928793,293.6987044285372,282.866398574879,293.6288757324219,13798600
2025-11-10,301.6683414664724,302.5859770849224,297.7782982149692,301.2294616699219,6030800
2025-11-11,298.27700080402786,299.25448082915085,293.9380938452256,294.39691162109375,5877900
2025-11-12,299.4539799887934,300.9202304529133,296.74091894088826,298.9053955078125,4145000
2025-11-13,295.1849225672449,296.3718887618231,285.7191456888638,288.64166259765625,10980600
2025-11-14,279.9039768741006,292.0528915899778,278.6970727826134,287.7838134765625,7142000
2025-11-17,285.3400922265366,290.7861523707669,279.52495057761524,282.83648681640625,8188700
2025-11-18,278.82675052993903,280.6919742764299,273.3906442568335,276.2732849121094,11103100
2025-11-19,277.4303320064613,284.41247129519286,276.1136927207697,280.8914489746094,5108100
2025-11-20,288.1628716524499,289.2500868876629,266.31875512871164,267.41595458984375,13398300
2025-11-21,267.58551120128794,274.0589729813525,259.7755024584459,270.13897705078125,15355900
2025-11-24,273.0814448556835,283.32522983270934,272.9218494454057,281.97869873046875,6424800
2025-11-25,278.2482378998244,283.61451594825235,272.0640751777686,282.8564453125,5942800
2025-11-26,285.98844732320686,293.3296539849447,285.87871215488065,290.64654541015625,5818300
2025-11-28,292.50176370298334,296.2322112384876,291.0853734827132,295.98284912109375,3038000
2025-12-01,292.1227299637456,298.65603573794704,291.7836011350565,296.16241455078125,3933000
2025-12-02,299.68340524308167,304.06218820146773,297.9278861936761,302.0672912597656,5086900
2025-12-03,303.72309321356744,308.78016482974857,300.7008252277501,308.5706787109375,3867100
2025-12-04,307.0545524309567,307.48344799417544,303.81284470203224,305.49853515625,4639700
2025-12-05,308.5108142458675,312.0318062945861,308.14176316479563,308.6105651855469,4338100
2025-12-08,311.13410630599526,313.2786145137754,309.0793648113171,311.9620056152344,3620900
2025-12-09,309.98706199186597,312.0517878148167,308.6504845753844,311.38348388671875,2775300
2025-12-10,311.2139034569882,316.54027457568833,309.7675910154436,315.5228576660156,5093800
2025-12-11,312.00188610059723,313.9768451362196,305.00979264705063,313.7174987792969,6504700
2025-12-12,310.0070066630215,310.8049837913007,297.1997705413614,298.7159118652344,13813600
2025-12-15,301.82791869836524,302.725616250044,296.47162518564596,297.2496337890625,5241800
2025-12-16,296.3865595702072,298.59417248488495,292.76051161286114,295.87713623046875,5850400
2025-12-17,296.9959156177799,297.85496354800097,284.11995164450894,284.9190979003906,10422000
2025-12-18,295.3976611051333,296.6362997278696,290.5229755153393,291.7216796875,6740400
2025-12-19,294.34880360655274,301.3611403674909,294.1789755047091,299.4831848144531,5075000
2025-12-22,306.3956533887644,306.6054159381733,302.2201867189359,303.5087890625,4019000
2025-12-23,301.8805611712324,304.78739272335366,301.0414804888126,304.6275634765625,2708600
2025-12-24,304.6675329628506,306.16589787906133,304.3778405434424,305.8063049316406,1723200
2025-12-26,307.06489319483376,307.20475521149547,304.95720796554133,305.7063903808594,1860900
2025-12-29,303.03929608887347,306.12592406864405,301.5609289243751,304.9871826171875,3620700
2025-12-30,305.74635524247225,307.1448536109666,304.3678850679813,304.587646484375,2984800
2025-12-31,305.3068425786876,305.7862998303242,300.78175137618683,300.82171630859375,2954200
2026-01-02,308.22364024846746,315.46573711611813,308.22364024846746,313.3480529785156,8491300
2026-01-05,320.350424180073,322.28831186750364,316.5345809617869,317.7132873535156,7923200
2026-01-06,321.71891259816863,328.7911811405355,321.6489815902841,327.9920654296875,7579900
2026-01-07,324.6956569151122,325.5947002294894,321.75885931506906,324.5358581542969,4528500
2026-01-08,323.83661913945645,323.83661913945645,316.0551020931036,319.23162841796875,5408300
2026-01-09,322.448138043575,330.3095854049452,320.7599776931166,328.421630859375,7323100
2026-01-12,325.3449736432851,331.01877468146694,325.1751455435241,329.9898986816406,5159600
2026-01-13,332.4871543595574,336.0532698905967,331.5282094256368,332.9366455078125,3835900
2026-01-14,330.6691612243472,331.6281062456559,326.82335180026865,331.5382080078125,5468900
2026-01-15,342.7260124181152,344.17441356549267,336.8524169921875,336.8524169921875,6531500
2026-01-16,343.1355545343369,345.03347727529825,339.849132379551,342.0966796875,5127300
2026-01-20,335.8335593837973,342.8159306367245,335.5938002507585,336.9822998046875,6232600
2026-01-21,341.46737751758496,350.9470232954782,339.9290476415532,347.7605285644531,7204200
2026-01-22,353.9737171095648,354.21347622815716,346.99134627735435,348.2899475097656,4662000
2026-01-23,346.01242034212777,347.6506167520828,341.79701927837544,344.334228515625,4335900
2026-01-26,342.91580633092667,345.12338879164196,340.75815717414076,342.696044921875,4458700
2026-01-27,347.78049612394886,352.8150108694249,346.27213232593283,350.6972961425781,5293600
2026-01-28,358.13915836531555,361.645341802113,356.33113391970403,360.0670471191406,5364000
2026-01-29,360.7862919468406,363.4034311638997,347.34097242419193,360.7363586425781,8446200
2026-01-30,355.6119235521863,359.7973584619527,343.3353123748479,345.9224853515625,8719100
2026-02-02,341.9967843053964,355.7217968460993,341.52729542379893,352.3055419921875,7758000
2026-02-03,355.52203868887693,356.7307111748402,337.7214563276921,345.26324462890625,8371200
2026-02-04,341.8069919019359,345.0135147200375,322.9775336592365,330.0198669433594,15231400
2026-02-05,326.1840586795242,335.104317081992,323.6867838422614,330.4693603515625,10406500
2026-02-06,337.0322212213033,349.17897023860553,335.5038901709758,348.130126953125,9096100
2026-02-09,344.46411859490445,354.3533214364042,343.5051735364893,352.3854675292969,7091400
2026-02-10,353.1346542892384,354.65301700807214,347.74054635458,351.04693603515625,6252400
2026-02-11,358.42887245040293,361.8850923116637,351.0169472729237,359.807373046875,7497000
2026-02-12,363.063806422121,364.9817269631525,350.667330129806,351.1168518066406,9488000
2026-02-13,352.4153882636525,357.22014227672173,348.29988449634504,354.27337646484375,5963000
2026-02-17,349.4286875496366,356.71074962864,344.9435916242535,353.7140197753906,4068900
2026-02-18,355.432159635028,361.27578916808017,353.2145782398707,357.5298767089844,5681200
2026-02-19,353.793923721619,355.9316056769787,351.3865470503408,355.4521179199219,5576400
2026-02-20,353.2045473412967,360.936100200462,352.4153999858997,359.0381774902344,6013600
2026-02-23,357.1802432642685,359.9871778253108,352.46538701322464,356.4310607910156,6339800
2026-02-24,361.2058629024621,364.34242445761436,357.649745733276,361.6453857421875,6206000
2026-02-25,365.8008207934453,368.4179598769912,365.11157051763377,367.5988464355469,4539900
2026-02-26,365.9806152034137,366.0805122905936,350.02802283030746,356.4110412597656,13329100
2026-02-27,349.21890528629126,353.6440688036069,347.96026906398146,351.9059753417969,6250200
2026-03-02,343.41525394184697,351.94592280953987,342.9657322788741,351.6662292480469,7284000
2026-03-03,337.721459053473,338.940130403604,330.5293257526987,334.4150695800781,17946100
